abbr,en,ko
CTRLS,Controls,"통제, 조절, 조정"
CTS,Clear to send,전송 인가
CTS,Cockpit television sensor (CTVS),조종실 텔레비젼 센서
CTS,Compact tension specimen,
CTS,Component test set,
CTS,Contractor technical service,
CTS,Course training standard,표준훈련과정
CTS,Cut-to-size,
CTSI,Computer test station interface,
CTSP,Contractor technical support personnel,
CTST,Contractor technical support team,
CTT,Combined test team,통합시험팀
CTTA,Control tape,
CTTD,Contract termination team division,
CTTS,Component test set,
CTU,Combat training unit,
CTU,Component test unit,
CTVS,Calibration and tracking visible sensor,
CTVS,Camera television system,
CTVS,Cockpit television sensor,조종실 텔레비전 감지기
Ctwt,Counterweight,
CU,Character unit,
CU,Close-up,근접 확대
CU,Control unit,제어장치(유니트)
CU,Copper,
CU,Cubic,
Cu ft (ft3),Cubic foot,
Cu yd (yd,3),
CUA,Central unit assembly,중앙 유닛 조합
CUA,Computer unit assembly,
CUA,Cue,준비신호
CUA,Cuff,커프
CUM,Cummuter aircraft,"통근기, 커뮤터기"
CUM,Cumulative,
CUM,Cumulonimbus,적란운(積亂雲)
CUM,Cumulus,적운(積雲)
CUPC,Cumulative unit production cost,
Cur,Cure Date,시효 만기일자
Cur,Current,
CURFI,Computerized least squares curve fit,
CURFI,Curing,경화(처리)
CURFI,Current Inspection,전류검사
CURFI,Cursor,커서
Curt,Curtain,
CUS,Continental united states,
CUS,Cushion,쿠션
CUS,Customs,세관
CUT,Cross utilization training,
CUT,Cutoff ratio,차단비
CUT,Cutoff Voltage,차단 전압
CUT,Cutout,차단
CUT,Cutout relay,차단 계전기
CUT,Cutout Speed,차단 속도
CUT,Cutout valve,차단 밸브
CUTS,Common user tool system,
CUTS,Cutter,절단기
CUU,Computer utilization (or usage) unit,
CV,Attack aircraft carrier,
CV,Carrier vehicle,
CV,Carrier vessel,항공 모함
CV,Check Valve,체크밸브
CV,Computervision,
CV,Cv suit carrier suitability,
CV,Specific heat at constant volume,정적 비열
CVBG,Carrier-battle-group,
CVD,Chemical vapor deposition,화학 증착법
CVE,Customer-vended equipment,
CVG,Carrier air group,
CVG,Compressor variable geometry,압축기 가변 지오메트리
CVG,Core Variable Geometry,코아 가변 지오메트리
CVN,"Attack aircraft carrier, nuclear-powered",
CVOL,Control volume,
CVR,Change verification record,
CVR,Cockpit Voice Recorder,조종석 음성 기록 장치
CVR,Cover,
CVS,Carrier suitability,
CVS,Certified valve specialist,
CVS,Change verification system,
CVSD,Convair san diego,
CVT,Current-value table,
CVW,Carrier air wing,
CW,Chemical warfare,
CW,Clockwise,시계 방향
CW,Complied with,
CW,Continuous wave,연속파
CW,Control word,
CW,Courseware,교보재
CW,Customer work authorization,
CW sig gen,Continuous-wave signal generator,
CWAS,Contractors weighted average share,
CWBS,Contract work breakdown structure,계약 작업 분해구조
CWBS,Cost work breakdown structure,비용 작업 분해구조
CWC,Crosswind component,측풍 성분
CWE,Current working estimate,
CWG,Cockpit working group,조종실 실무단
CWI,Calibration work instruction,검교정 작업 지침서
CWI,Continuous-wave illuminator,연속파 조사기
CWL,Crew station warning lights,
CWS,Central Warning System,통합경고장치
CWS,Control wheel steering,조종 조향장치
CWSU,Center weather service unit,중앙 기상 서비스장치
Cwt,Counterweight,
Cx,Axial flow speed,
Cx,Cargo experimental,화물기(수송기) 개발 계획
Cx,Control transmitter (synchro),
CX-HLS,Cargo experimental-heavy lift strategic,미공군 대형전략수송기 개발
Cy,Calendar year,
Cy,Current year,
Cy,Cycle,
Cy,Side force coefficient,횡력 계수
CY$,Current year dollars,
Cyc,Cycle,
Cyc,Cyclic feathering,주기적(사이클릭) 페더링<헬리콥터 조종>
Cyc,Cyclic pitch control,주기적(사이클릭) 피치 조종<헬리콥터조종>
Cyc,Cycling,사이클링
Cyl,Cylinder,
Cyl,Cylinder Baffle,실린더 배플
Cyl,Cylinder Base,실린더 베이스
Cyl,Cylinder block,실린더 블록
Cyl,Cylinder Bore,실린더 내경(보어)
Cyl,Cylinder close pressure,실린더            닫힘 압력
Cyl,Cylinder Flange,실린더 플랜지
Cyl,Cylinder head,실린더 헤드
Cyl,Cylinder head temperature gauge,실린더 헤드 온도계
Cyl,Cylinder open pressure,실린더 개방압력
Cyl,Cylinder sleeve,실린더 슬리브
Cyl,Cylindrical,
CZ,Control zone,
CZ,Cursor zero,커서 제로
CZD,Combat zone distance,전투지역 거리
CZR,Combat zone radius,전투 반경지역
D,Blueprint designation for electrical and electronic wiring,
D,Darcy,
D,Data,"자료, 데이터"
D,Datum,
D,Days,
D,DC Generation DC,발전
D,DC Power Distribution DC,전원 분배
D,Defect,결함
D,Delta (code),
D,Demand meter,
D,Depot,
D,Depth,
D,Descent,
D,Destination,
D,Detail,
D,Diameter,직경
D,Dimension (linear),
D,Discrete,디스크리트(Discrete)
D,Distance,거리
D,Drag,항력
D,Dump,덤프
D,Dyne,
D,Resistance,저항
D val,D-valve,
D&A,Detail and assembly,
D&D,Design and development,
D&F,Determinations and findings,
D&H,Depress and Hold,누르고 있음
D&L,Down & Lock,착륙 잠금
D&L,Down and lock,내려가고 고정됨
D&R,Depress and Release,눌렀다 놓음
D&T,Design and test,
D&V,Demonstration and validation phase,선행 개발단계
D-level,Depot-level,창급
D-pnl,Distribution panel,
D/A,Digital-to-analog,
D/I,Displays/indicators (test station),
D/LSM,Directorate of logistic support manager,
D/MM,Director of material management,
D/T,Destination/target,
D/T,Directorate of tests,
D/V,Demonstration/validation,
D/W,Deviation/waiver,
DA,Data acquisition,
DA,Days after,
DA,Deca,10
DA,Decision altitude,결정 고도
DA,Department of the army,육군성
DA,Digital-to-analog,디지털 아날로그
DA,Director of aircraft (airborne drone controller),
DA,Do not answer,
DA,Driver amplifier,
DA&I,"Detail, assembly, and installation",
DA/TS,Data acquisition/transmittal sheet,
DA/TS,Datum,기준점
DA/TS,Datum line,기준선
DAA,Digital-to-analog adaptor,DA 어댑터
DAAS,Defense automatic addressing system,
DAASO,Defense automated addressing system office,
DAAT,Digital angle-of-attack transmitter,디지털 받음각 송신기
DAB,Defense acquisition board,국방 획득 위원회
DAB,Delta alpha per beta,
DAC,Data access control,
DAC,Days after completion,
DAC,Days after contract,
DAC,Defense acquisition circular,
DAC,Digital-to-analog converter,디지털-아날로그 변환기(DA 변환기)
DACM,Days after contract modification,
DACS,Diverter and attitude control system,전환 및 고도 제어시스템
DACT,Dissimilar air combat tactics,
DAD,Data acquisition display,자료 획득 시현
DAD,Designated alert detachment,
DADAR,Digital aircraft assessment and repair,
DADC,Digital air data computer,디지털 대기자료 처리컴퓨터
DADM,Distributed air data module,분산형 대기자료모듈
DADT,Durability and damage tolerance,내구성 및 손상허용도
DADTA,Durability and damage tolerance analysis,
DAE,Defense acquisition executive,
DAEB,Deliverable avionics equipment bay,
DAEP,Department of the army publications,
DAES,Defense acquisition executive system,
DAF,Department of the air force,공군성
DAFB,Dyess air force base (operational),
DAFD,Dayton air force depot,
DAFSC,Deputy air force specialty code,
DAG,Data acquisition group,
DAG,Data administration group,
DAG,Divisional artillery group,
DAI,Days after initiation,
DAIMS,Depot automated inventory management system,
DAIR,Directional attitude and identify readout,방향자세 및 식별판독
DAIS,Digital avionics information system,디지털 항공전자 정보시스템
DAISY,Data acquisition and interpretation system,
DAL,Data acquisition list,
DAL,Digital accelerometer loop,
DALATS,Data logging and transmission system,
DAM,Damage,손상
DAM,Damage Measurement Setup,손상 계측 셋업
DAM,Damage tolerance design,손상 허용설계
DAM,Damaged Thread,손상 나사산
DAM,Dollars per aircraft-mile,항공기 마일당 비용(달러)
DAMP,Dampener,"완충기, 감쇠기"
DAMP,Dampening spring,감쇠 스프링
DAMP,Damper,"완충기, 댐퍼"
DAMP,Damper Arm,완충기(댐퍼) 아암
DAMP,Damper Plate,완충기(댐퍼) 플레이트
DAMP,Damping factor,"댐핑계수, 완충계수"
DAMP,Damping fluid,완충액
DAMP,Damping unit,완충 장치(유니트)
DAMP,Dangerous goods,위험물
DAMP,Depot average month's program,월평균 창정비 계획
DAP,Data analysis package,자료 해석 묶음
DAPCA,Development and procurement cost of aircraft,
DAR,Daily activity report,
DAR,Data automation requirement,
DAR,Defence acquisition radar,방위용 목표 포착레이더
DAR,Defence acquisition regulation,국방 획득 규정
DAR,Design analyst report,
DAR,Diffuser area ratio,확산부 면적비
DAR,Digital aids recorder,자료 기록장치
DAR,Dornier anti-radar drone,도르니어 대(對)  레이더 무선 조종무인기
DAR,Drawing analysis record,
DARC,Days after receipt of comment,
DARCOM,Development and readiness command,개발 및 대응군
DARP,Days after reporting period,
DARPA,Defense advanced research projects agency (DoD in USA),국방 첨단 과학기술연구소 (미 국방성 산하:현 ARPA)
DARR,Drawing and assembly release record,도면 및 조립제공 기록
DARS,Digital attitude-reference system,디지털 자세 표준시스템
DART,Deployable airborne reflective target,
DART,Directional automatic realignment of trajectory (ejection seat),직접 자동 궤도  재배열
DAS,Data acquisition subsystem,자료 수집 보조장치
DAS,Data acquisition system,
DAS,Director of administrative services,
DAS,Dynamic attitude simulator,
DASA,Daimler-benz aerospace DASA,항공사
DASA,Defense atomic support agency,
DASB,Decoupled air-to-surface bomb,
DASC,Direct air support center,
DASD,Deputy assistant secretary of defense,
DASD,Direct acess storage device,직접 엑세스 기억장치
DASG,Decoupled air-to-surface gun,
DASH,Display and sight helmet,시현 및 광학 헬멧
DASH,Drone anti-submarine helicopter,대(對)잠 무선조종 무인헬기
DASS,Defensive aids sub-system,"(ECM, RWR 등의) 방어보조 세부계통"
DAST,Data acquisition,자료 수집
DAST,Data acquisition system,자료 획득장치
DAST,Data base,데이터베이스
DAST,Data collection,자료 수집
DAST,Data Converter,자료 변환기
DAST,Data Entry,자료 입력
DAST,Data entry unit,자료 입력유니트
DAST,Data Initialization,자료 초기화
DAST,Data Line,데이터 라인
DAST,Data link system,자료 통신시스템
DAST,Data processing,자료 연산
DAST,Data processor,자료 연산기
DAST,Data Stowage,자료 보관함
DAST,Drones for aerodynamic and structural testing (nasa),공력 및 구조 시험용 무선 조종무인기 (NASA)
DATAAIDE,Data access and integrated Development environment,
DATAR,Detection and tactical alert of radar,감지 및 전술 경보레이더
DATC,Days after test completion,
DAU,Data acquisition unit,자료 획득장치
DAVC,Delayed automatic volume control,지연 자동 음량조정
DAVIS,Davis wing,데이비스 날개
DAVIS,Defense automated visual information system,
DB,Data base,데이타 베이스
DB,Data bus,데이터 버스
DB,Days before,
DB,Decibel,"데시벨, Db(소음 단위)"
DB,Decibel meter,
DB,Diffusion bonding,확산 접합
DB,Distribution box,
DB,Dive bombing,
DB,Dry bulb,건식 전구
DB SM,Decibel square meters,RCS의 단위
DB2,Data base 2,
DBA,A-weighted decibels,A - 보상 데시벨 : 절대 데시벨값에서 인체가 느끼는 값으로  보상한 값
DBB,Detector balanced bias,검파기 평형 바이어스
DBB,Distance between bands,밴드 거리
DBC,Diameter bolt circle,
DBD,Data base description,
DBDD,Data base design document,데이타 베이스 설계문서
DBF,Dibenzofuran,
DBI,Act Double acting,
DBI,Cnt Double contract,
DBI,Data base inquiry,
DBI,Double,
Dblr,Doubler,
DBm,Decibels above a milliwatt,밀리와트에서의 데시밸
DBMS,Data base management system,
DBms,"Decibels base reference one milliwatt/dbm meter - unit for expressing power level in decibles, relative to a reference level of 1 milliwatt",
DBMTF,Data base manual terrain following,
DBRS,Data base release system,
DBRT,Direct beam refresh tube,
DBS,Data base system,★
DBS,Direct broadcasting satellite,직접 위성 방송
DBS,Doppler beam-sharpening DBS,
DBT,Department for Business and Trade,산업통상국
DBTF,Data base terrain following,
DBU,Digital backup,디지털 백업
DBU,Digital backup unit,
DBW,Differential ballistic wind,
DC,Data clock,
DC,Data collection,자료 수집
DC,Definitive contract,
DC,Delay code,
DC,Diameter of crater,
DC,Differential calculus,
DC,Digital computer,디지털 컴퓨터
DC,Direct Current,직류
DC,Door closer,
DC,Drag control,항력 제어
DC,Drawing change,도면 변경
DCA,Defense communications agency,
DCA,Defensive counter air,방어적 제공
DCA,Document content architecture,
DCA,Drawing change authority,
DCAA,Defense contract audit agency,
DCAP,Defense contractor assessment program,
DCB,Data control block,
DCB,Divisional change board,
DCC,Design concept change,설계 개념 변경
DCC,Digital computer complex,
DCC,Discrete component circuit,불연속 구성품 회로
DCC,Distribution control center,
DCCU,Data correlation control unit,
DCD,Data collector and diagnoster,자료 수집 및 분석기
DCDI,Digital course deviation indicator,디지털 방향 편차지시기
Dcdr,Decoder,
DCE,Data circuit-terminating equipment,
DCE,Data communications equipment,
DCF,Depot condemnation factor,창(廠)불량 요소
DCF,Discounted cash flow,
DCF,Document composition format,
DCIL,Direct coupled transistor logic,
DCIS,Data change incorporation status,
DCIX,Data change incorporation status (summary),
DCL,Digital command language,디지털 명령어
DCLT,Declutter,디클러터
DCM,Data configuration management,자료 형상 관리
DCM,Deputy commander maintenance,정비 명령권자
DCM,Direction cosine matrix,코사인 메트릭스 방향
DCM,Displays and controls module,시현 및 제어 모듈
DCMAO,Defense contract management area operations,
DCMC,Defense contract management command,
DCMCI,Defense contract management command international,
DCMDS,Defense contract management district south,
DCMDS-RWA,Dpro/gd - contract management division,
DCMDS-RWD,Dcmds- commander,
DCMDS-RWDD,Dpro/gd - deputy commander,
DCMDS-RWDF,Dpro/gd - flight operations,
DCMDS-RWDG,Dpro/gd - legal,
DCMDS-RWDM,Dpro/gd - maintenance,
DCMDS-RWDT,Ddcmds - technical assistance,
DCMDS-RWE,Dpro/gd - program and technical support division,
DCMDS-RWEE,Dpro/gd - systems engineering branch,
DCMDS-RWEM,Dpro/gd - manufacturing branch,
DCMDS-RWEP,Dpro/gd - program support branch,
DCMDS-RWQ,Dpro/gd - quality assurance division,
DCMDS-RWW,Dpro/gd - command support office,
DCMOO,Defense contract management operations office,
DCN,Design change notice,설계변경 통지
DCN,Drawing change notice,도면변경 통지
DCO,Data change order,자료변경 지시
DCO,Deputy commander operations,
